timestamp,camera,prediction,body_angle_y,knee_angle,z_variance,height_diff,status
2025-06-24 16:00:06,Camera 2,0,33.8,163.0,0.375,0.289,STANDING
2025-06-24 16:00:06,Camera 2,0,32.8,163.7,0.425,0.277,STANDING
2025-06-24 16:00:06,Camera 2,0,32.5,163.6,0.425,0.275,STANDING
2025-06-24 16:00:06,Camera 2,0,32.7,170.4,0.432,0.31,STANDING
2025-06-24 16:00:06,Camera 2,0,32.0,168.1,0.445,0.291,STANDING
2025-06-24 16:00:06,Camera 2,0,31.6,171.2,0.443,0.316,STANDING
2025-06-24 16:00:06,Camera 2,0,32.1,171.3,0.444,0.312,STANDING
2025-06-24 16:00:06,Camera 2,0,32.2,172.1,0.456,0.303,STANDING
2025-06-24 16:00:06,Camera 2,0,32.2,172.6,0.456,0.298,STANDING
2025-06-24 16:00:07,Camera 2,0,32.5,172.5,0.462,0.292,STANDING
2025-06-24 16:00:07,Camera 2,0,34.5,172.2,0.463,0.284,STANDING
2025-06-24 16:00:07,Camera 2,0,34.8,174.3,0.451,0.286,STANDING
2025-06-24 16:00:07,Camera 2,0,35.9,173.1,0.46,0.269,STANDING
2025-06-24 16:00:07,Camera 2,0,35.5,172.6,0.454,0.266,STANDING
2025-06-24 16:00:07,Camera 2,0,34.9,173.9,0.451,0.267,STANDING
2025-06-24 16:00:07,Camera 2,0,32.9,173.7,0.428,0.278,STANDING
2025-06-24 16:00:07,Camera 2,0,32.2,174.1,0.401,0.287,STANDING
2025-06-24 16:00:07,Camera 2,0,32.5,173.1,0.395,0.283,STANDING
2025-06-24 16:00:07,Camera 2,0,33.7,173.4,0.385,0.3,STANDING
2025-06-24 16:00:07,Camera 2,0,33.9,173.4,0.385,0.311,STANDING
2025-06-24 16:00:07,Camera 2,0,34.9,172.9,0.344,0.328,STANDING
2025-06-24 16:00:07,Camera 2,0,33.5,172.2,0.332,0.331,STANDING
2025-06-24 16:00:07,Camera 2,0,31.7,168.7,0.348,0.354,STANDING
2025-06-24 16:00:07,Camera 2,0,31.7,172.5,0.307,0.396,STANDING
2025-06-24 16:00:07,Camera 2,0,32.8,173.6,0.334,0.389,STANDING
2025-06-24 16:00:07,Camera 2,0,33.2,176.4,0.342,0.371,STANDING
2025-06-24 16:00:07,Camera 2,0,35.9,175.4,0.396,0.363,STANDING
2025-06-24 16:00:07,Camera 2,0,35.4,170.8,0.39,0.397,STANDING
2025-06-24 16:00:07,Camera 2,0,34.9,176.8,0.335,0.416,STANDING
2025-06-24 16:00:07,Camera 2,0,34.8,176.1,0.318,0.4,STANDING
2025-06-24 16:00:07,Camera 2,0,34.4,174.9,0.312,0.402,STANDING
2025-06-24 16:00:07,Camera 2,0,31.7,157.8,0.277,0.434,STANDING
2025-06-24 16:00:07,Camera 2,0,29.6,156.1,0.246,0.454,STANDING
2025-06-24 16:00:07,Camera 2,0,28.2,151.0,0.187,0.463,STANDING
2025-06-24 16:00:07,Camera 2,0,27.0,142.7,0.147,0.459,STANDING
2025-06-24 16:00:07,Camera 2,0,26.1,136.8,0.165,0.46,STANDING
2025-06-24 16:00:07,Camera 2,0,26.1,133.3,0.18,0.454,STANDING
2025-06-24 16:00:08,Camera 2,0,26.3,132.8,0.181,0.451,STANDING
2025-06-24 16:00:08,Camera 2,0,27.7,132.8,0.173,0.429,STANDING
2025-06-24 16:00:08,Camera 2,0,28.5,148.5,0.172,0.398,STANDING
2025-06-24 16:00:08,Camera 2,0,33.1,148.5,0.153,0.366,STANDING
2025-06-24 16:00:08,Camera 2,0,32.9,143.9,0.219,0.329,STANDING
2025-06-24 16:00:08,Camera 2,0,34.9,143.1,0.221,0.323,STANDING
2025-06-24 16:00:08,Camera 2,0,36.7,143.5,0.226,0.31,STANDING
2025-06-24 16:00:08,Camera 2,0,36.4,146.2,0.231,0.319,STANDING
2025-06-24 16:00:08,Camera 2,0,35.7,146.7,0.236,0.312,STANDING
2025-06-24 16:00:08,Camera 2,0,35.7,144.1,0.236,0.324,STANDING
2025-06-24 16:00:08,Camera 2,0,35.5,137.9,0.237,0.325,STANDING
2025-06-24 16:00:08,Camera 2,0,37.5,137.3,0.232,0.302,STANDING
2025-06-24 16:00:08,Camera 2,0,38.5,139.4,0.23,0.233,STANDING
2025-06-24 16:00:08,Camera 2,0,39.0,137.2,0.213,0.24,STANDING
2025-06-24 16:00:09,Camera 2,0.002,53.1,150.9,0.348,0.3,NO FALLEN
2025-06-24 16:00:09,Camera 2,0.002,49.6,162.8,0.4,0.303,NO FALLEN
2025-06-24 16:00:09,Camera 2,0.002,48.1,163.1,0.434,0.324,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.002,45.4,163.6,0.435,0.324,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.002,42.8,162.6,0.436,0.314,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.001,42.6,164.0,0.442,0.31,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.001,42.5,165.0,0.429,0.311,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.001,43.1,165.5,0.427,0.312,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.001,46.7,158.3,0.395,0.28,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.001,53.5,157.3,0.377,0.27,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.001,54.0,157.3,0.385,0.257,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.001,55.9,157.1,0.372,0.251,NO FALLEN
2025-06-24 16:00:10,Camera 2,0.001,52.8,129.3,0.315,0.246,NO FALLEN
2025-06-24 16:00:11,Camera 2,0.001,48.8,128.3,0.247,0.247,NO FALLEN
2025-06-24 16:00:11,Camera 2,0.001,50.3,132.4,0.278,0.255,NO FALLEN
2025-06-24 16:00:11,Camera 2,0.001,50.7,129.9,0.278,0.265,NO FALLEN
2025-06-24 16:00:11,Camera 2,0.002,51.3,119.6,0.286,0.273,NO FALLEN
2025-06-24 16:00:11,Camera 2,0.002,51.7,130.9,0.296,0.272,NO FALLEN
2025-06-24 16:00:11,Camera 2,0.002,53.7,139.8,0.301,0.274,NO FALLEN
2025-06-24 16:00:11,Camera 2,0.002,54.1,139.6,0.254,0.274,NO FALLEN
2025-06-24 16:00:11,Camera 2,0.003,54.4,130.9,0.236,0.275,NO FALLEN
2025-06-24 16:00:11,Camera 2,0.003,55.6,125.5,0.213,0.281,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.004,55.6,129.7,0.235,0.279,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.005,56.6,141.7,0.345,0.293,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.006,56.6,149.0,0.337,0.302,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.006,56.5,160.9,0.411,0.24,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.006,53.2,173.2,0.446,0.218,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.005,53.3,175.5,0.518,0.219,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.005,54.4,171.1,0.505,0.222,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.005,54.6,167.1,0.473,0.239,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.005,53.7,169.6,0.449,0.301,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.005,56.4,165.5,0.397,0.314,NO FALLEN
2025-06-24 16:00:12,Camera 2,0.006,54.3,167.8,0.419,0.313,NO FALLEN
2025-06-24 16:00:13,Camera 2,0.005,50.8,165.4,0.455,0.282,NO FALLEN
2025-06-24 16:00:13,Camera 2,0.005,46.2,156.9,0.457,0.283,NO FALLEN
2025-06-24 16:00:13,Camera 2,0.005,45.5,162.2,0.436,0.316,NO FALLEN
2025-06-24 16:00:13,Camera 2,0.006,42.9,164.8,0.42,0.362,NO FALLEN
2025-06-24 16:00:13,Camera 2,0.007,40.2,166.0,0.41,0.373,NO FALLEN
2025-06-24 16:00:13,Camera 2,0,33.2,165.6,0.464,0.31,STANDING
2025-06-24 16:00:13,Camera 2,0,26.5,171.9,0.454,0.302,STANDING
2025-06-24 16:00:13,Camera 2,0,26.7,173.9,0.443,0.301,STANDING
2025-06-24 16:00:13,Camera 2,0,28.9,173.2,0.441,0.309,STANDING
2025-06-24 16:00:13,Camera 2,0,27.7,171.3,0.441,0.311,STANDING
2025-06-24 16:00:13,Camera 2,0,27.8,169.5,0.443,0.316,STANDING
2025-06-24 16:00:13,Camera 2,0,29.6,169.3,0.433,0.312,STANDING
2025-06-24 16:00:13,Camera 2,0,28.6,171.4,0.423,0.303,STANDING
2025-06-24 16:00:13,Camera 2,0,32.8,173.8,0.393,0.291,STANDING
2025-06-24 16:00:13,Camera 2,0,34.1,173.7,0.352,0.289,STANDING
2025-06-24 16:00:13,Camera 2,0,33.0,174.3,0.355,0.299,STANDING
2025-06-24 16:00:13,Camera 2,0,32.0,173.9,0.38,0.297,STANDING
2025-06-24 16:00:13,Camera 2,0,32.9,173.7,0.367,0.288,STANDING
2025-06-24 16:00:13,Camera 2,0,33.2,171.1,0.378,0.289,STANDING
2025-06-24 16:00:13,Camera 2,0,33.6,171.8,0.408,0.29,STANDING
2025-06-24 16:00:13,Camera 2,0,32.8,170.5,0.391,0.288,STANDING
2025-06-24 16:00:13,Camera 2,0,32.1,171.5,0.359,0.286,STANDING
2025-06-24 16:00:13,Camera 2,0,33.0,172.1,0.367,0.287,STANDING
2025-06-24 16:00:13,Camera 2,0,32.0,172.3,0.366,0.291,STANDING
2025-06-24 16:00:13,Camera 2,0,29.6,171.9,0.338,0.295,STANDING
2025-06-24 16:00:14,Camera 2,0,29.7,173.5,0.342,0.296,STANDING
2025-06-24 16:00:14,Camera 2,0,29.2,173.9,0.33,0.297,STANDING
2025-06-24 16:00:14,Camera 2,0,25.7,174.4,0.319,0.297,STANDING
2025-06-24 16:00:14,Camera 2,0,25.8,173.0,0.324,0.3,STANDING
2025-06-24 16:00:14,Camera 2,0,25.8,173.5,0.316,0.3,STANDING
2025-06-24 16:00:14,Camera 2,0,27.0,173.1,0.302,0.299,STANDING
2025-06-24 16:00:14,Camera 2,0,26.2,172.7,0.283,0.298,STANDING
2025-06-24 16:00:14,Camera 2,0,25.3,172.7,0.27,0.298,STANDING
2025-06-24 16:00:14,Camera 2,0,26.0,172.7,0.274,0.296,STANDING
2025-06-24 16:00:14,Camera 2,0,25.5,173.6,0.268,0.288,STANDING
2025-06-24 16:00:14,Camera 2,0,25.6,172.6,0.259,0.287,STANDING
2025-06-24 16:00:14,Camera 2,0,25.4,172.1,0.263,0.287,STANDING
2025-06-24 16:00:14,Camera 2,0,24.7,172.2,0.266,0.287,STANDING
2025-06-24 16:00:14,Camera 2,0,24.9,172.4,0.269,0.286,STANDING
2025-06-24 16:00:14,Camera 2,0,25.2,171.6,0.272,0.285,STANDING
2025-06-24 16:00:14,Camera 2,0,25.5,171.8,0.27,0.285,STANDING
2025-06-24 16:00:14,Camera 2,0,26.5,172.1,0.268,0.286,STANDING
2025-06-24 16:00:14,Camera 2,0,26.7,172.0,0.27,0.286,STANDING
2025-06-24 16:00:14,Camera 2,0,26.6,171.8,0.272,0.286,STANDING
2025-06-24 16:00:14,Camera 2,0,26.5,172.1,0.271,0.286,STANDING
2025-06-24 16:00:14,Camera 2,0,25.9,172.2,0.271,0.286,STANDING
2025-06-24 16:00:14,Camera 2,0,25.6,173.1,0.272,0.287,STANDING
2025-06-24 16:00:14,Camera 2,0,24.8,173.5,0.275,0.287,STANDING
2025-06-24 16:00:14,Camera 2,0,25.2,173.4,0.276,0.287,STANDING
2025-06-24 16:00:14,Camera 2,0,24.8,172.7,0.278,0.286,STANDING
2025-06-24 16:00:14,Camera 2,0,24.8,171.6,0.277,0.292,STANDING
2025-06-24 16:00:14,Camera 2,0,24.9,171.4,0.283,0.291,STANDING
2025-06-24 16:00:14,Camera 2,0,24.9,171.3,0.286,0.29,STANDING
2025-06-24 16:00:14,Camera 2,0,24.8,171.3,0.29,0.289,STANDING
2025-06-24 16:00:14,Camera 2,0,24.9,171.4,0.293,0.289,STANDING
2025-06-24 16:00:15,Camera 2,0,25.0,171.1,0.292,0.292,STANDING
2025-06-24 16:00:15,Camera 2,0,25.7,171.1,0.291,0.292,STANDING
2025-06-24 16:00:15,Camera 2,0,26.2,171.1,0.295,0.292,STANDING
2025-06-24 16:00:15,Camera 2,0,26.2,171.0,0.298,0.292,STANDING
2025-06-24 16:00:15,Camera 2,0,26.1,170.6,0.298,0.293,STANDING
2025-06-24 16:00:15,Camera 2,0,26.0,170.6,0.295,0.293,STANDING
2025-06-24 16:00:15,Camera 2,0,25.7,170.6,0.29,0.294,STANDING
2025-06-24 16:00:15,Camera 2,0,25.0,170.1,0.289,0.295,STANDING
2025-06-24 16:00:15,Camera 2,0,24.3,170.3,0.288,0.296,STANDING
2025-06-24 16:00:15,Camera 2,0,24.2,170.3,0.285,0.297,STANDING
2025-06-24 16:00:15,Camera 2,0,24.2,170.4,0.287,0.298,STANDING
2025-06-24 16:00:15,Camera 2,0,24.1,170.0,0.288,0.299,STANDING
2025-06-24 16:00:15,Camera 2,0,24.0,170.3,0.289,0.299,STANDING
2025-06-24 16:00:15,Camera 2,0,24.0,171.0,0.291,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,24.2,171.2,0.294,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,24.4,171.3,0.294,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,24.8,171.2,0.292,0.301,STANDING
2025-06-24 16:00:15,Camera 2,0,24.9,171.2,0.292,0.301,STANDING
2025-06-24 16:00:15,Camera 2,0,24.9,171.1,0.292,0.301,STANDING
2025-06-24 16:00:15,Camera 2,0,25.0,171.3,0.294,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,25.1,171.3,0.303,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,25.3,171.0,0.305,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,25.3,171.0,0.304,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,25.2,171.0,0.301,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,25.2,170.3,0.297,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,25.0,170.0,0.295,0.3,STANDING
2025-06-24 16:00:15,Camera 2,0,25.0,170.1,0.292,0.299,STANDING
2025-06-24 16:00:15,Camera 2,0,25.1,170.2,0.292,0.299,STANDING
2025-06-24 16:00:15,Camera 2,0,25.2,170.2,0.288,0.298,STANDING
2025-06-24 16:00:15,Camera 2,0,25.3,170.2,0.288,0.297,STANDING
2025-06-24 16:00:16,Camera 2,0,25.3,170.4,0.288,0.297,STANDING
2025-06-24 16:00:16,Camera 2,0,25.6,171.2,0.291,0.297,STANDING
2025-06-24 16:00:16,Camera 2,0,25.7,171.3,0.302,0.296,STANDING
2025-06-24 16:00:16,Camera 2,0,25.7,171.3,0.302,0.297,STANDING
2025-06-24 16:00:16,Camera 2,0,25.8,171.3,0.306,0.297,STANDING
2025-06-24 16:00:16,Camera 2,0,25.7,171.9,0.307,0.297,STANDING
2025-06-24 16:00:16,Camera 2,0,25.5,171.9,0.307,0.297,STANDING
2025-06-24 16:00:16,Camera 2,0,23.9,172.3,0.3,0.296,STANDING
2025-06-24 16:00:16,Camera 2,0,22.4,172.9,0.287,0.296,STANDING
2025-06-24 16:00:16,Camera 2,0,21.4,172.7,0.283,0.295,STANDING
2025-06-24 16:00:16,Camera 2,0,21.2,172.8,0.288,0.293,STANDING
2025-06-24 16:00:16,Camera 2,0,21.5,173.6,0.284,0.29,STANDING
2025-06-24 16:00:16,Camera 2,0,20.8,173.3,0.285,0.29,STANDING
2025-06-24 16:00:16,Camera 2,0,20.7,174.5,0.288,0.29,STANDING
2025-06-24 16:00:16,Camera 2,0,20.7,174.8,0.294,0.29,STANDING
2025-06-24 16:00:16,Camera 2,0,20.8,175.0,0.308,0.288,STANDING
2025-06-24 16:00:16,Camera 2,0,18.8,175.3,0.315,0.288,STANDING
2025-06-24 16:00:16,Camera 2,0,18.3,176.8,0.323,0.287,STANDING
2025-06-24 16:00:16,Camera 2,0,18.1,177.3,0.335,0.286,STANDING
2025-06-24 16:00:16,Camera 2,0,17.2,176.9,0.337,0.286,STANDING
2025-06-24 16:00:16,Camera 2,0,17.6,176.4,0.338,0.284,STANDING
2025-06-24 16:00:16,Camera 2,0,16.8,174.9,0.334,0.284,STANDING
2025-06-24 16:00:16,Camera 2,0,15.5,175.5,0.343,0.284,STANDING
2025-06-24 16:00:16,Camera 2,0,14.5,177.4,0.354,0.286,STANDING
2025-06-24 16:00:16,Camera 2,0,13.7,178.6,0.358,0.286,STANDING
2025-06-24 16:00:16,Camera 2,0,13.7,179.7,0.362,0.286,STANDING
2025-06-24 16:00:16,Camera 2,0,13.5,178.7,0.365,0.286,STANDING
2025-06-24 16:00:16,Camera 2,0,11.9,178.6,0.37,0.286,STANDING
2025-06-24 16:00:16,Camera 2,0,12.4,178.8,0.372,0.287,STANDING
2025-06-24 16:00:17,Camera 2,0,12.0,177.9,0.372,0.287,STANDING
2025-06-24 16:00:17,Camera 2,0,12.3,176.9,0.372,0.287,STANDING
2025-06-24 16:00:17,Camera 2,0,12.3,176.3,0.378,0.287,STANDING
2025-06-24 16:00:17,Camera 2,0,12.1,175.8,0.382,0.285,STANDING
2025-06-24 16:00:17,Camera 2,0,12.4,175.2,0.384,0.285,STANDING
2025-06-24 16:00:17,Camera 2,0,12.5,174.7,0.362,0.285,STANDING
2025-06-24 16:00:17,Camera 2,0,12.0,173.3,0.353,0.286,STANDING
2025-06-24 16:00:17,Camera 2,0,11.6,172.2,0.349,0.287,STANDING
2025-06-24 16:00:17,Camera 2,0,9.5,170.3,0.342,0.291,STANDING
2025-06-24 16:00:17,Camera 2,0,8.7,169.8,0.345,0.292,STANDING
2025-06-24 16:00:17,Camera 2,0,8.5,169.8,0.346,0.293,STANDING
2025-06-24 16:00:17,Camera 2,0,8.5,168.0,0.348,0.292,STANDING
2025-06-24 16:00:17,Camera 2,0,8.5,167.6,0.349,0.291,STANDING
2025-06-24 16:00:17,Camera 2,0,8.2,168.0,0.353,0.29,STANDING
2025-06-24 16:00:17,Camera 2,0,8.5,169.1,0.368,0.29,STANDING
2025-06-24 16:00:17,Camera 2,0,8.6,169.2,0.372,0.29,STANDING
2025-06-24 16:00:17,Camera 2,0,8.8,169.5,0.374,0.29,STANDING
2025-06-24 16:00:17,Camera 2,0,8.9,169.6,0.373,0.292,STANDING
2025-06-24 16:00:17,Camera 2,0,9.1,170.3,0.373,0.293,STANDING
2025-06-24 16:00:17,Camera 2,0,9.2,170.7,0.372,0.294,STANDING
2025-06-24 16:00:17,Camera 2,0,9.2,170.8,0.369,0.291,STANDING
2025-06-24 16:00:17,Camera 2,0,8.6,171.0,0.356,0.292,STANDING
2025-06-24 16:00:17,Camera 2,0,8.7,170.6,0.344,0.292,STANDING
2025-06-24 16:00:17,Camera 2,0,8.7,170.4,0.338,0.292,STANDING
2025-06-24 16:00:18,Camera 2,0,8.6,170.9,0.339,0.293,STANDING
2025-06-24 16:00:18,Camera 2,0,8.5,171.8,0.336,0.295,STANDING
2025-06-24 16:00:18,Camera 2,0,8.6,172.0,0.337,0.295,STANDING
2025-06-24 16:00:18,Camera 2,0,8.8,172.3,0.337,0.294,STANDING
2025-06-24 16:00:18,Camera 2,0,8.8,172.4,0.338,0.294,STANDING
2025-06-24 16:00:18,Camera 2,0,9.1,172.3,0.339,0.294,STANDING
2025-06-24 16:00:18,Camera 2,0,9.3,172.1,0.341,0.293,STANDING
2025-06-24 16:00:18,Camera 2,0,9.8,172.3,0.351,0.292,STANDING
2025-06-24 16:00:18,Camera 2,0,10.2,173.6,0.369,0.29,STANDING
2025-06-24 16:00:18,Camera 2,0,10.4,175.4,0.387,0.288,STANDING
2025-06-24 16:00:18,Camera 2,0,10.5,176.0,0.384,0.287,STANDING
2025-06-24 16:00:18,Camera 4,0,60.3,143.4,0.197,0.05,SQUATTING
2025-06-24 16:00:18,Camera 2,0,10.2,176.2,0.376,0.286,STANDING
2025-06-24 16:00:18,Camera 4,0,69.8,150.9,0.096,-0.009,SQUATTING
2025-06-24 16:00:18,Camera 2,0,9.9,176.7,0.371,0.287,STANDING
2025-06-24 16:00:18,Camera 4,0,66.9,152.9,0.148,0.007,SQUATTING
2025-06-24 16:00:18,Camera 2,0,9.7,176.9,0.369,0.288,STANDING
2025-06-24 16:00:18,Camera 2,0,9.7,177.1,0.367,0.289,STANDING
2025-06-24 16:00:18,Camera 2,0,9.6,177.2,0.362,0.291,STANDING
2025-06-24 16:00:18,Camera 2,0,10.0,176.7,0.366,0.291,STANDING
2025-06-24 16:00:18,Camera 2,0,10.5,176.2,0.377,0.291,STANDING
2025-06-24 16:00:18,Camera 2,0,11.7,176.1,0.393,0.288,STANDING
2025-06-24 16:00:18,Camera 2,0,12.0,175.7,0.394,0.289,STANDING
2025-06-24 16:00:18,Camera 2,0,12.4,176.7,0.397,0.292,STANDING
2025-06-24 16:00:18,Camera 2,0,12.6,177.1,0.396,0.292,STANDING
2025-06-24 16:00:18,Camera 2,0,13.1,177.3,0.409,0.292,STANDING
2025-06-24 16:00:19,Camera 2,0,14.7,176.8,0.424,0.29,STANDING
2025-06-24 16:00:19,Camera 2,0,17.9,175.4,0.438,0.289,STANDING
2025-06-24 16:00:19,Camera 2,0,19.1,175.3,0.456,0.288,STANDING
2025-06-24 16:00:19,Camera 2,0,19.7,174.8,0.466,0.288,STANDING
2025-06-24 16:00:19,Camera 2,0,19.0,173.3,0.424,0.288,STANDING
2025-06-24 16:00:19,Camera 2,0,20.9,176.7,0.37,0.291,STANDING
2025-06-24 16:00:19,Camera 2,0,20.8,176.8,0.361,0.295,STANDING
2025-06-24 16:00:19,Camera 2,0,19.8,176.8,0.366,0.293,STANDING
2025-06-24 16:00:19,Camera 2,0,19.4,174.3,0.356,0.296,STANDING
2025-06-24 16:00:19,Camera 4,0,81.0,157.1,0.12,0.043,SQUATTING
2025-06-24 16:00:19,Camera 2,0,19.6,174.9,0.338,0.296,STANDING
2025-06-24 16:00:19,Camera 2,0,19.8,174.9,0.34,0.291,STANDING
2025-06-24 16:00:19,Camera 2,0,20.9,174.7,0.332,0.285,STANDING
2025-06-24 16:00:19,Camera 2,0,19.9,174.4,0.344,0.27,STANDING
2025-06-24 16:00:19,Camera 2,0,17.4,173.0,0.336,0.26,STANDING
2025-06-24 16:00:19,Camera 2,0,17.7,171.1,0.32,0.224,STANDING
2025-06-24 16:00:19,Camera 2,0,16.2,169.6,0.31,0.207,STANDING
2025-06-24 16:00:19,Camera 2,0,14.2,164.5,0.383,0.183,STANDING
2025-06-24 16:00:19,Camera 2,0,14.8,166.2,0.428,0.156,STANDING
2025-06-24 16:00:19,Camera 2,0,14.2,165.6,0.394,0.152,STANDING
2025-06-24 16:00:19,Camera 2,0,14.2,166.9,0.399,0.149,SQUATTING
2025-06-24 16:00:19,Camera 2,0,13.9,168.3,0.381,0.139,SQUATTING
2025-06-24 16:00:19,Camera 2,0,13.6,169.0,0.37,0.123,SQUATTING
2025-06-24 16:00:19,Camera 2,0,14.6,169.6,0.337,0.126,SQUATTING
2025-06-24 16:00:19,Camera 2,0,13.3,167.7,0.321,0.119,SQUATTING
2025-06-24 16:00:20,Camera 2,0,16.7,168.3,0.287,0.132,SQUATTING
2025-06-24 16:00:20,Camera 2,0,15.7,165.5,0.318,0.115,SQUATTING
2025-06-24 16:00:20,Camera 2,0,14.8,136.6,0.335,0.123,SQUATTING
2025-06-24 16:00:20,Camera 2,0,15.3,44.6,0.296,0.13,SQUATTING
2025-06-24 16:00:20,Camera 2,0.008,55.4,76.5,0.052,0.164,NO FALLEN
2025-06-24 16:00:20,Camera 2,0.032,66.5,85.0,0.071,0.186,NO FALLEN
2025-06-24 16:00:20,Camera 2,0.043,75.7,100.9,0.055,0.236,NO FALLEN
2025-06-24 16:00:20,Camera 2,0.427,79.7,128.7,0.053,0.265,NO FALLEN
2025-06-24 16:00:20,Camera 2,0.869,80.8,115.1,0.075,0.245,NO FALLEN
2025-06-24 16:00:21,Camera 4,0,73.6,169.2,0.083,0.048,SQUATTING
2025-06-24 16:00:21,Camera 4,0,73.6,122.0,0.025,0.084,SQUATTING
2025-06-24 16:00:21,Camera 2,0.999,70.8,113.8,0.153,0.22,FALL DETECTED
2025-06-24 16:00:21,Camera 2,0.998,72.6,119.4,0.193,0.217,FALL DETECTED
2025-06-24 16:00:21,Camera 2,0.996,72.9,133.9,0.211,0.225,FALL DETECTED
2025-06-24 16:00:21,Camera 2,0.988,73.4,132.9,0.21,0.225,FALL DETECTED
2025-06-24 16:00:21,Camera 4,0,79.6,154.6,0.168,0.114,SQUATTING
2025-06-24 16:00:21,Camera 4,0,77.6,136.2,0.176,0.118,SQUATTING
2025-06-24 16:00:21,Camera 2,0.952,73.4,130.7,0.211,0.222,FALL DETECTED
2025-06-24 16:00:21,Camera 2,0.191,72.6,116.1,0.184,0.223,NO FALLEN
2025-06-24 16:00:21,Camera 2,0.443,72.2,117.0,0.177,0.237,NO FALLEN
2025-06-24 16:00:21,Camera 2,0.284,72.8,143.1,0.194,0.248,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.459,74.1,138.5,0.214,0.248,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.466,73.9,136.7,0.206,0.244,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.418,73.8,135.3,0.216,0.242,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.351,74.3,136.2,0.223,0.24,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.276,74.1,136.6,0.213,0.245,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.183,73.2,119.7,0.181,0.241,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.111,73.3,121.9,0.185,0.241,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.063,73.9,125.4,0.197,0.241,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.03,73.6,127.2,0.195,0.245,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.01,73.8,127.2,0.194,0.246,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.002,73.9,125.4,0.19,0.246,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.001,74.0,127.6,0.188,0.245,NO FALLEN
2025-06-24 16:00:22,Camera 2,0.001,74.4,130.4,0.193,0.245,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,74.8,134.1,0.2,0.246,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,74.9,133.2,0.201,0.248,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,75.2,135.1,0.205,0.248,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,75.1,140.4,0.215,0.251,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,74.9,133.8,0.197,0.247,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,74.9,133.0,0.196,0.244,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,74.7,129.8,0.19,0.244,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,74.6,126.6,0.185,0.243,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,74.5,124.4,0.178,0.245,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,74.5,125.0,0.179,0.246,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,73.7,121.3,0.162,0.249,NO FALLEN
2025-06-24 16:00:23,Camera 2,0.001,73.9,122.4,0.168,0.251,NO FALLEN
2025-06-24 16:00:24,Camera 2,0.001,74.0,127.3,0.168,0.253,NO FALLEN
2025-06-24 16:00:24,Camera 2,0.001,74.0,128.2,0.171,0.254,NO FALLEN
2025-06-24 16:00:24,Camera 2,0.001,74.3,130.8,0.181,0.256,NO FALLEN
